Brand,Car,Year,City,KMS,Fuel,Transmission,Price,Emi
Maruti,ErtigaZXi,2014,Gurgaon,103000,petrol,manual,498000,10688.0
Datsun,Redi-GOT(O) 1.0 AMT,2018,Gurgaon,41500,petrol,automatic,283000,7628.0
Maruti,BalenoZeta,2022,Gurgaon,32500,petrol,manual,687000,11699.0
Honda,CityZX CVT Petrol,2021,Gurgaon,56000,petrol,automatic,1093000,18799.0
Honda,Amaze1.2 S i-VTEC,2019,Gurgaon,18000,petrol,manual,544000,9264.0
Hyundai,XcentSX  Petrol+CNG (Outside Fitted),2019,Gurgaon,44500,petrol+cng,manual,499000,8497.0
Hyundai,VenueSX 1.5 (O) executive CRDI,2021,Gurgaon,41500,diesel,manual,813000,13844.0
Hyundai,EonMagna +,2012,Gurgaon,5500,petrol,manual,199000,7095.0
Renault,TriberRXT,2023,Gurgaon,24000,petrol,manual,562000,9570.0
Maruti,DzireVXI,2021,Gurgaon,39500,petrol,manual,586000,9979.0
Maruti,CiazAlpha 1.4 AT,2018,Gurgaon,54500,petrol,automatic,646000,11001.0
Honda,CityV CVT,2018,Gurgaon,60000,petrol,automatic,748000,12738.0
Mahindra,TharLX 4 STR Hard Top Petrol MT 4WD,2022,Gurgaon,24000,petrol,manual,1253000,21542.0
Maruti,Alto 800Lxi,2015,Gurgaon,51000,petrol,manual,238000,4529.0
Mahindra,Scorpio NZ8 L Petrol AT 7 STR,2023,Gurgaon,32000,petrol,automatic,1930999,33209.0
Maruti,ErtigaZXi,2014,Gurgaon,71500,petrol,manual,513000,11010.0
Maruti,Swift DzireVXI,2013,Gurgaon,96500,petrol,manual,277000,7466.0
Nissan,SunnyXE,2013,Gurgaon,91500,petrol,manual,239000,6039.0
Kia,SeltosX Line DCT,2022,Gurgaon,40000,petrol,automatic,1478000,25418.0
Hyundai,EonEra +,2018,Gurgaon,26500,petrol,manual,252000,4023.0
Honda,CityZX Petrol,2023,Gurgaon,23000,petrol,manual,1199000,20622.0
Maruti,BalenoDelta Petrol+CNG (Outside Fitted),2018,Gurgaon,39000,petrol+cng,manual,532000,9059.0
Maruti,SwiftZXi,2024,Gurgaon,2500,petrol,manual,742000,12635.0
Maruti,CelerioVXI CNG,2021,Gurgaon,59000,petrol+cng,manual,484999,8259.0
Hyundai,New Santro 1.1Sportz CNG,2020,Gurgaon,92000,petrol+cng,manual,451000,7200.0
Maruti,SwiftVXI CNG (Outside Fitted),2017,Gurgaon,81000,petrol+cng,manual,424000,7220.0
Maruti,CelerioVXI,2019,Gurgaon,111500,petrol,manual,366000,6232.0
Hyundai,AuraSX 1.2 CNG,2023,Gurgaon,40500,petrol+cng,manual,734000,12499.0
Kia,SonetGTX Plus 1.5,2021,Gurgaon,54500,diesel,manual,952999,16229.0
Maruti,Wagon R 1.0LXI CNG,2015,Gurgaon,93500,petrol+cng,manual,265000,5687.0
Volkswagen,PoloHighline1.2L (P),2012,Gurgaon,61000,petrol,manual,278000,18622.0
Tata,AltrozXZ Plus 1.2 Dark Edition,2023,Gurgaon,28000,petrol,manual,753000,12823.0
Volkswagen,VentoHighline Plus 1.0L TSI Petrol AT,2020,Noida,97000,petrol,automatic,739000,11798.0
Hyundai,VernaSX (O)1.6 VTVT,2019,Noida,34500,petrol,manual,899000,15309.0
Mercedes,E-ClassE200 Expression,2018,Noida,57000,petrol,automatic,3450000,59336.0
Hyundai,VernaSX (O) 1.5 CRDi,2021,Noida,122000,diesel,manual,1003999,17097.0
Hyundai,CretaSX OPT Turbo DCT Petrol,2022,Noida,57000,petrol,automatic,1480000,25453.0
Hyundai,Grand i10Magna 1.2 Kappa VTVT,2016,Noida,12000,petrol,manual,379000,6454.0
Mahindra,Alturas G44WD AT,2021,Noida,65000,diesel,automatic,2150000,36976.0
Hyundai,New i20Sportz 1.2 MT,2023,Noida,30000,petrol,manual,673000,11460.0
Jeep,Compass80 Anniversary 2.0 Diesel 4x4 AT,2021,Noida,26500,diesel,automatic,1889999,32505.0
Hyundai,Creta1.6 SX AT VTVT,2018,Noida,83000,petrol,automatic,882000,15019.0
MG,HectorSharp 2.0 Diesel Turbo MT,2021,Noida,46000,diesel,manual,1441000,24781.0
Kia,SeltosGTX Plus,2019,Noida,64000,petrol,manual,1072000,18436.0
Mercedes,C-ClassC 200 Avantgarde,2016,Noida,41500,petrol,automatic,1800000,30957.0
Ford,EcoSportTitanium 1.5L Ti-VCT AT,2016,Noida,81000,petrol,automatic,513999,8753.0
BMW,X1sDrive20i SportX,2021,Noida,28500,petrol,automatic,2650000,45576.0
Maruti,New ErtigaZXi Plus,2019,Noida,62000,petrol,manual,770000,13112.0
Hyundai,New i20Sportz 1.2 MT,2022,Noida,9500,petrol,manual,695000,11835.0
Honda,WR-VVX MT Diesel,2020,Noida,100000,diesel,manual,770000,13112.0
Mahindra,XUV700AX 5 Diesel AT 7 STR,2023,Noida,52000,diesel,automatic,1705000,29322.0
Hyundai,VenueSX Plus 1.0 Turbo DCT,2020,Noida,97000,petrol,automatic,761000,12959.0
Maruti,IgnisZeta 1.2 MT,2022,Noida,5500,petrol,manual,546000,9298.0
Mahindra,TharLX Hard Top Petrol AT,2021,Noida,43500,petrol,automatic,1240000,21324.0
Ford,EcoSportAmbiente 1.5L Ti-VCT,2019,Noida,62000,petrol,manual,542000,9229.0
Honda,JazzV AT Petrol,2017,Noida,66500,petrol,automatic,459000,7327.0
Hyundai,i20 Active1.2 SX,2016,Noida,58500,petrol,manual,461000,7850.0
Tata,NexonXZ Plus,2020,Noida,28500,petrol,manual,769000,13095.0
Audi,A335 TFSI Premium Plus,2019,Noida,63000,petrol,automatic,1800000,30957.0
Toyota,Corolla AltisVL CVT Petrol,2018,Noida,94500,petrol,automatic,928999,15820.0
Tata,NexonXMA,2020,Noida,61500,petrol,automatic,633000,10779.0
Ford,EcoSportTitanium 1.0 Ecoboost,2014,Noida,67500,petrol,manual,424000,9099.0
Hyundai,CretaSX OPT Turbo DCT Petrol,2022,Noida,72000,petrol,automatic,1454000,25005.0
Hyundai,XcentS,2018,Noida,83500,petrol,manual,409000,6529.0
Toyota,Fortuner2.7 2WD MT Petrol,2016,Noida,41000,petrol,manual,1989999,34225.0
Hyundai,VernaSX Opt IVT Petrol,2021,Noida,53500,petrol,automatic,994999,16944.0
Ford,EcoSportTitanium 1.5L Ti-VCT,2019,Noida,78500,petrol,manual,648000,11035.0
Toyota,Corolla AltisVL CVT Petrol,2018,Noida,57500,petrol,automatic,1083000,18630.0
Kia,SonetHTX 1.0 iMT,2021,Noida,79000,petrol,manual,791000,13470.0
Kia,CarnivalLimousine,2022,Noida,100000,diesel,automatic,2424000,41687.0
Ford,EcoSportTrend 1.5L Ti-VCT,2016,Noida,63500,petrol,manual,469000,7986.0
Tata,NexonXZ Plus S,2021,Noida,29000,petrol,manual,874000,14883.0
Tata,TiagoXZ,2021,Noida,32500,petrol,manual,508000,8650.0
Honda,CityVX CVT Petrol,2020,Noida,48000,petrol,automatic,984000,16756.0
Maruti,S-CrossZeta AT,2020,Noida,83000,petrol,automatic,747000,12720.0
Ford,EcoSportTitanium 1.5L Ti-VCT,2019,Noida,63000,petrol,manual,680000,11580.0
Kia,SeltosHTX D,2022,Noida,48500,diesel,manual,1261000,21686.0
Skoda,Octavia1.8 TSI AT L K,2019,Noida,76000,petrol,automatic,1368000,23527.0
Honda,Amaze1.2 VX i-VTEC,2016,Noida,41000,petrol,manual,426999,7271.0
Maruti,SwiftZXI AMT,2018,Noida,122500,petrol,automatic,494000,8412.0
Maruti,XL6Alpha MT Petrol,2021,Noida,55000,petrol,manual,919000,15650.0
Hyundai,Creta1.6 SX OPT VTVT,2018,Noida,58000,petrol,manual,843000,14355.0
Honda,WR-VVX MT Petrol,2018,Noida,32500,petrol,manual,646000,11001.0
Ford,EcoSportTitanium + 1.5L Ti-VCT AT,2019,Noida,39000,petrol,automatic,720000,12261.0
Toyota,Fortuner2.7 2WD AT Petrol,2018,Noida,80000,petrol,automatic,2300000,39556.0
Hyundai,Creta1.6 SX AT VTVT,2018,Noida,47000,petrol,automatic,950000,16177.0
Hyundai,AlcazarSignature (O) 6 STR 1.5 Diesel AT,2022,Noida,47000,diesel,automatic,1580000,28518.0
Tata,SafariXZ Plus Dark Edition,2023,Noida,32500,diesel,manual,1876000,32270.0
Honda,CityVX CVT,2015,Noida,88000,petrol,automatic,583000,10612.0
Maruti,BalenoAlpha 1.2,2016,Noida,89500,petrol,manual,413999,7050.0
Honda,JazzV Petrol,2016,Noida,46500,petrol,manual,430000,6864.0
Renault,KigerRXT MT,2021,Noida,58500,petrol,manual,490000,8344.0
Maruti,S-CrossSigma,2022,Noida,23500,petrol,manual,749000,12755.0
Maruti,A-StarVXI AT,2012,Noida,56500,petrol,automatic,241000,8593.0
Maruti,CiazAlpha Petrol,2019,Noida,65000,petrol,manual,682000,11614.0
Maruti,Wagon R 1.0VXI AMT,2016,Noida,38500,petrol,automatic,345000,6166.0
Honda,CityVX CVT,2016,Noida,122000,petrol,automatic,565000,9621.0
Hyundai,i20Asta 1.2,2013,Noida,19000,petrol,manual,315000,8490.0
Tata,NexonXT Petrol,2018,Noida,53000,petrol,manual,558000,9502.0
Hyundai,Elite i20Magna 1.2,2016,Noida,56000,petrol,manual,419000,7135.0
Renault,KigerRXZ 1.0 Turbo MT Dual Tone,2021,Noida,49500,petrol,manual,622000,10592.0
Hyundai,ExterSX 1.2 MT,2023,Noida,26000,petrol,manual,689000,11733.0
Hyundai,Elite i20Sportz 1.2,2017,Noida,75000,petrol,manual,487000,8293.0
Maruti,XL6Alpha Plus AT Petrol,2023,Noida,8500,petrol,automatic,1331000,22890.0
Honda,JazzSV Petrol,2016,Noida,112500,petrol,manual,373000,5954.0
Maruti,Wagon R 1.0VXI,2018,Noida,22000,petrol,manual,379000,6773.0
Hyundai,XcentS 1.2,2014,Noida,28000,petrol,manual,315000,6337.0
Renault,DusterRxE Petrol,2018,Noida,32000,petrol,manual,523000,9127.0
Hyundai,Creta1.6 SX AT VTVT,2019,Noida,51000,petrol,automatic,991000,16876.0
Tata,HarrierXZA Plus,2020,Noida,42500,diesel,automatic,1331000,22889.0
Ford,EcoSportTitanium 1.5L Ti-VCT AT,2017,Noida,68500,petrol,automatic,590000,10047.0
Nissan,MagniteXL Turbo CVT,2021,Noida,19000,petrol,automatic,695000,11835.0
Ford,EcoSportTitanium 1.5L Ti-VCT,2017,Noida,54500,petrol,manual,564000,9604.0
Maruti,DzireVXi,2018,Noida,34500,petrol,manual,505000,8599.0
Maruti,IgnisZeta 1.2 MT,2021,Noida,36500,petrol,manual,530000,9025.0
Kia,SonetHTX Plus 1.0 iMT,2022,Noida,48500,petrol,manual,997000,16978.0
Hyundai,Elite i20Sportz 1.2,2015,Noida,92500,petrol,manual,347000,6316.0
Hyundai,Elite i20Sportz 1.2,2014,Noida,41500,petrol,manual,424000,9099.0
Hyundai,Creta1.6 SX AT VTVT,2019,Noida,52500,petrol,automatic,994999,16944.0
Ford,EcoSportTitanium + 1.5L Ti-VCT AT,2019,Noida,70000,petrol,automatic,750000,12772.0
Ford,FigoTrend 1.2 Ti-VCT,2017,Noida,113500,petrol,manual,307000,6588.0
Renault,KigerRXZ MT,2021,Noida,59000,petrol,manual,576000,9808.0
Hyundai,AlcazarSignature (O) 6 STR 1.5 Diesel AT,2022,Noida,67000,diesel,automatic,1521000,27454.0
Ford,EcoSportTitanium 1.5L Ti-VCT AT,2016,Noida,39500,petrol,automatic,521000,8872.0
Honda,Amaze1.2 S i-VTEC Opt,2018,Noida,63500,petrol,manual,458000,7799.0
Maruti,S-CrossZeta,2021,Noida,18500,petrol,manual,833000,14185.0
Hyundai,Grand i10Asta 1.2 Kappa VTVT (O),2016,Noida,56500,petrol,manual,393000,6692.0
Maruti,Alto 800LXi,2017,Noida,57500,petrol,manual,265000,4736.0
Hyundai,VernaSX (O)1.5 MPi,2021,Noida,36000,petrol,manual,1087000,18693.0
Maruti,CiazZXi,2016,Noida,39000,petrol,manual,534000,9093.0
Hyundai,AuraSX 1.2 Petrol,2021,Noida,59000,petrol,manual,580000,9877.0
Toyota,Innova CrystaGX 2.4 AT 7 STR,2022,Noida,51000,diesel,automatic,1928000,33159.0
Tata,TiagoRevotron XT CNG,2022,Noida,48500,petrol+cng,manual,548000,9332.0
Ford,EcoSportTitanium 1.5L Ti-VCT AT,2016,Noida,106500,petrol,automatic,512000,8719.0
Honda,Amaze1.2 VX i-VTEC,2013,Noida,73500,petrol,manual,336000,9056.0
Hyundai,Elite i20Asta 1.2,2018,Noida,119500,petrol,manual,528000,8991.0
Maruti,CiazVXi+,2015,Noida,51000,petrol,manual,461000,8391.0
Maruti,Grand VitaraAlpha Plus Intelligent Hybrid eCVT,2023,Noida,49000,hybrid,automatic,1632000,
Kia,SonetGTX Plus 1.0 DCT,2021,Noida,40000,petrol,automatic,969999,16518.0
Ford,EcoSportTitanium 1.0 Ecoboost,2014,Noida,62500,petrol,manual,418000,8971.0
Maruti,CiazZeta 1.4 AT,2017,Noida,52000,petrol,automatic,577000,9825.0
Maruti,Wagon R 1.0LXI (O) CNG,2021,Noida,44500,petrol+cng,manual,497000,8463.0
Renault,DusterRXZ 1.5 Petrol MT,2021,Noida,46000,petrol,manual,679000,11562.0
Hyundai,Creta1.6 SX Plus Petrol,2018,Noida,93000,petrol,manual,747000,12720.0
Kia,CarensLuxury 1.4 Petrol 7 STR,2022,Noida,15000,petrol,manual,1338000,23011.0
Tata,PunchAccomplished MT,2021,Noida,79500,petrol,manual,551000,9383.0
Renault,KigerRXZ Turbo CVT Dual Tone,2021,Noida,40500,petrol,automatic,725000,12346.0
Honda,CityVX CVT Petrol,2020,Noida,59000,petrol,automatic,818000,13930.0
Honda,CityZX CVT,2017,Noida,72500,petrol,automatic,811000,13810.0
Maruti,IgnisAlpha 1.2 MT,2023,Noida,16500,petrol,manual,640000,10898.0
Honda,CityV Petrol,2017,Noida,45500,petrol,manual,655000,11154.0
Kia,SonetHTX Plus 1.0 iMT,2022,Noida,28500,petrol,manual,1041000,17902.0
Kia,SeltosHTX IVT G,2019,Noida,102500,petrol,automatic,992000,16893.0
Hyundai,XcentS 1.2 (O),2014,Noida,64500,petrol,manual,364000,7323.0
Maruti,BalenoAlpha 1.2,2018,Noida,22000,petrol,manual,587000,9996.0
Toyota,Urban CruiserMid Grade MT,2022,Noida,36500,petrol,manual,719000,12244.0
Hyundai,VernaFluidic 1.6 VTVT SX Opt,2012,Noida,40500,petrol,manual,399000,15175.0
Hyundai,VenueSX 1.0 (O) Petrol,2019,Noida,99000,petrol,manual,702000,11954.0
Honda,CityZX CVT,2017,Noida,122000,petrol,automatic,720000,12261.0
MG,Hector PlusSharp 1.5 DCT Petrol,2020,Noida,78500,petrol,automatic,1283000,22064.0
MG,AstorSavvy CVT S Red,2022,Noida,46000,petrol,automatic,1180000,20294.0
Kia,SeltosHTX IVT G,2020,Noida,53000,petrol,automatic,1046000,17988.0
Tata,NexonXZ Petrol,2019,Noida,45000,petrol,manual,639000,10881.0
Nissan,MagniteXV Premium Turbo CVT,2022,Noida,19000,petrol,automatic,802000,13657.0
Hyundai,CretaEX Diesel,2021,Noida,41500,diesel,manual,1034000,17782.0
Tata,AltrozXZA+,2022,Noida,20000,petrol,automatic,798000,13589.0
Maruti,S-CrossZeta,2021,Noida,31500,petrol,manual,819000,13947.0
Hyundai,Elite i20Sportz 1.2,2017,Noida,62500,petrol,manual,491000,8361.0
Tata,PunchAdventure Rhythm Pack MT,2023,Noida,34000,petrol,manual,590000,10047.0
Nissan,MagniteXV,2022,Noida,61000,petrol,manual,549000,9349.0
Hyundai,Creta1.6 SX Plus Petrol,2017,Noida,89000,petrol,manual,668000,11375.0
Hyundai,Fluidic Verna 4S1.6 VTVT SX,2016,Noida,50000,petrol,manual,528000,8991.0
Tata,AltrozXZA Plus (S),2023,Noida,21500,petrol,automatic,827999,14100.0
Tata,AltrozXZ 1.2 MT Dual tone,2020,Noida,22500,petrol,manual,598000,10183.0
Kia,SeltosGTX Plus DCT,2021,Noida,76500,petrol,automatic,1342000,23079.0
MG,Hector PlusSharp 1.5 DCT Petrol,2021,Noida,32000,petrol,automatic,1373000,23619.0
Hyundai,EonEra +,2018,Noida,20000,petrol,manual,274000,4374.0
Hyundai,VenueSX 1.0  Turbo,2021,Noida,27000,petrol,manual,834000,14202.0
Maruti,BalenoZeta Automatic,2019,Noida,51000,petrol,automatic,595000,10132.0
Kia,SonetGTX Plus 1.5,2022,Noida,75500,diesel,manual,999000,17012.0
Hyundai,Creta1.6 SX Plus Petrol,2016,Noida,113000,petrol,manual,610000,10387.0
Honda,Amaze1.2 VX i-VTEC,2017,Noida,37500,petrol,manual,441000,7509.0
Hyundai,Creta1.6 SX Plus Petrol,2017,Noida,52000,petrol,manual,765000,13027.0
Tata,NexonXZ Plus (O),2021,Noida,88500,petrol,manual,772000,13146.0
Maruti,Wagon R 1.0VXI Petrol + CNG (Outside Fitted),2023,Noida,40500,petrol+cng,manual,497000,8463.0
Kia,SonetHTK Plus 1.0 iMT,2022,Noida,21500,petrol,manual,847000,14423.0
Mahindra,TharLX Convertible Petrol AT,2022,Noida,22000,petrol,automatic,1181000,20309.0
Renault,KwidRXL,2020,Noida,60500,petrol,manual,315000,5364.0
Kia,SeltosHTK Plus iMT,2022,Noida,31000,petrol,manual,1117000,19210.0
Honda,JazzZX CVT,2021,Noida,51500,petrol,automatic,696000,11111.0
Honda,CityVX CVT,2014,Noida,66500,petrol,automatic,567000,12168.0
Renault,KwidRXL,2020,Noida,51000,petrol,manual,294000,5006.0
Hyundai,VernaSX (O)1.6 VTVT,2018,Noida,68000,petrol,manual,801000,13640.0
Hyundai,Grand i10Asta 1.2 Kappa VTVT,2017,Noida,40500,petrol,manual,463999,7901.0
Tata,PunchCreative AMT Dual Tone,2023,Noida,26000,petrol,automatic,814000,13861.0
Hyundai,Elite i20Sportz 1.2,2018,Noida,35500,petrol,manual,541000,9212.0
Mahindra,TharLX Hard Top Petrol AT,2022,Noida,87000,petrol,automatic,1182000,20326.0
Hyundai,Elite i20Sportz 1.2,2017,Noida,74000,petrol,manual,488000,8310.0
Honda,Amaze1.2 SX i-VTEC,2016,Noida,41000,petrol,manual,413000,7033.0
Maruti,CiazZeta Hybrid 1.5 AT,2019,Noida,93500,petrol,automatic,640000,10898.0
Hyundai,Grand i10Magna 1.2 Kappa VTVT,2015,Noida,78500,petrol,manual,308000,5606.0
Hyundai,New i20Asta (O) 1.2 MT,2021,Noida,107500,petrol,manual,658000,11205.0
MG,AstorSharp 1.5 CVT,2022,Noida,57000,petrol,automatic,1121000,19279.0
Hyundai,VenueS+ 1.2,2022,Noida,24500,petrol,manual,797000,13572.0
Maruti,BalenoAlpha Automatic,2019,Noida,100000,petrol,automatic,560000,9536.0
Maruti,CelerioZXI (O) AMT,2016,Noida,59500,petrol,automatic,373000,6351.0
Maruti,FronxAlpha 1.0L Turbo MT,2023,Noida,23500,petrol,manual,1039000,17863.0
Maruti,CiazSigma 1.5,2022,Noida,121000,petrol,manual,623000,10609.0
Nissan,MagniteXL,2021,Noida,69500,petrol,manual,458000,7799.0
Tata,NexonXZ Plus (O),2022,Noida,45500,petrol,manual,880000,14985.0
Kia,SonetGTX Plus 1.5 AT,2020,Noida,51500,diesel,automatic,997000,16978.0
Skoda,KushaqAmbition 1.0L TSI MT,2022,Noida,48000,petrol,manual,992000,16893.0
Honda,WR-VVX MT Petrol,2018,Noida,31000,petrol,manual,650000,11069.0
Tata,TiagoRevotron XZ Plus,2019,Noida,55000,petrol,manual,471000,8020.0
Honda,AmazeVX CVT 1.2 Petrol,2022,Noida,31500,petrol,automatic,792000,13487.0
Hyundai,Creta1.6 SX Plus Auto Petrol,2017,Noida,92000,petrol,automatic,794000,13521.0
Hyundai,VenueSX Plus 1.0 Turbo DCT,2019,Noida,64500,petrol,automatic,797000,13572.0
Hyundai,Creta1.6 SX Plus Auto Petrol,2017,Noida,98000,petrol,automatic,780000,13282.0
Hyundai,Grand i10Sportz (O) AT 1.2 Kappa VTVT,2018,Noida,62500,petrol,automatic,434999,7407.0
Hyundai,Creta1.6 SX AT VTVT,2019,Noida,58000,petrol,automatic,974000,16586.0
Maruti,XL6Zeta AT Petrol,2022,Noida,39000,petrol,automatic,1077000,18522.0
Honda,JazzVX Petrol,2016,Noida,77000,petrol,manual,408000,6513.0
Maruti,XL6Alpha MT Petrol,2021,Noida,40500,petrol,manual,939000,15990.0
Maruti,Wagon R 1.0LXI,2012,Noida,18000,petrol,manual,227999,8843.0
MG,HectorSharp 1.5 DCT Petrol,2019,Noida,48000,petrol,automatic,1101000,18934.0
Tata,TigorRevotron XZ+ CNG,2022,Noida,52500,petrol+cng,manual,636000,10830.0
Tata,NexonXZA Plus AMT Petrol,2020,Noida,72000,petrol,automatic,659000,11665.0
Maruti,ErtigaVXI AT,2018,Noida,19500,petrol,automatic,786000,13385.0
Kia,SonetHTX Plus 1.0 iMT,2021,Noida,50000,petrol,manual,902999,15377.0
Maruti,SwiftZXI AMT,2018,Noida,47500,petrol,automatic,563000,9587.0
Maruti,CelerioZXi Plus AMT,2022,Noida,96000,petrol,automatic,512000,8719.0
Honda,WR-VVX MT Petrol,2018,Noida,29500,petrol,manual,652000,11103.0
Hyundai,VenueSX Plus 1.0 Turbo DCT,2019,Noida,33000,petrol,automatic,849000,14457.0
Honda,CityVX CVT,2017,Noida,80000,petrol,automatic,729000,12414.0
Hyundai,Grand i10 NiosAsta AMT 1.2 Kappa VTVT,2022,Noida,26500,petrol,automatic,680000,11580.0
Honda,AmazeVX CVT 1.2 Petrol,2023,Noida,10500,petrol,automatic,852000,14509.0
Tata,NexonXM,2018,Noida,55000,petrol,manual,534000,9093.0
Maruti,BalenoAlpha 1.2,2016,Noida,79500,petrol,manual,455000,7748.0
Nissan,MicraXV CVT,2019,Noida,81500,petrol,automatic,412000,6577.0
Tata,HarrierXZA Plus Dark Edition AT,2021,Noida,86500,diesel,automatic,1332000,22906.0
Maruti,DzireVXi,2022,Noida,37500,petrol,manual,598000,10183.0
Tata,TiagoXT,2021,Noida,12000,petrol,manual,451000,7680.0
Maruti,BalenoZeta 1.2,2016,Noida,59000,petrol,manual,457000,7782.0
Maruti,SwiftVXI,2019,Noida,48000,petrol,manual,480999,8191.0
Mahindra,XUV700AX 7 Diesel AT Luxury Pack 7 STR,2024,Noida,28500,diesel,automatic,2091000,35962.0
Maruti,CelerioZXi,2024,Noida,26500,petrol,manual,566000,9638.0
Hyundai,VenueSX 1.0  Turbo iMT,2021,Noida,30500,petrol,manual,811000,13810.0
Maruti,BalenoZeta MT,2022,Noida,22500,petrol,manual,623000,10609.0
Maruti,Vitara BrezzaVXi,2021,Noida,45000,petrol,manual,728000,12397.0
Maruti,Grand VitaraAlpha Plus Intelligent Hybrid eCVT,2024,Noida,8500,hybrid,automatic,1759000,
Volkswagen,PoloComfortline 1.2L (P),2016,Noida,90500,petrol,manual,403000,6433.0
Hyundai,VernaFluidic 1.6 VTVT EX,2013,Noida,97000,petrol,manual,326000,9137.0
Tata,NexonXZA Plus Diesel,2022,Noida,33500,diesel,automatic,932000,15871.0
Hyundai,VernaSX 1.6 VTVT,2018,Noida,96000,petrol,manual,683000,11631.0
Toyota,Urban Cruiser HyryderV Hybrid,2023,Noida,34500,hybrid,automatic,1768000,30407.0
Mahindra,ScorpioS5,2021,Noida,67000,diesel,manual,1060000,18228.0
Renault,KigerRXZ Turbo CVT,2022,Noida,23500,petrol,automatic,767000,13061.0
Honda,CityZX CVT Petrol,2018,Noida,64000,petrol,automatic,827000,14083.0
Honda,Amaze1.2 S i-VTEC,2013,Noida,34500,petrol,manual,318000,8571.0
Tata,TiagoXZ Plus Dual Tone Roof,2019,Noida,50000,petrol,manual,447000,7612.0
Maruti,BalenoDelta 1.2,2018,Noida,34500,petrol,manual,479000,8157.0
Maruti,IgnisDelta 1.2 MT,2019,Noida,20000,petrol,manual,455000,7748.0
Hyundai,VernaFluidic 1.6 VTVT SX,2013,Noida,44500,petrol,manual,413999,11159.0
Honda,BrioS MT,2013,Noida,75000,petrol,manual,236000,5963.0
Ford,EcoSportTitanium 1.5 Ti-VCT AT,2014,Noida,112500,petrol,automatic,404000,8670.0
Maruti,DzireVXi,2018,Noida,39500,petrol,manual,499000,8497.0
Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2015,Noida,66000,petrol,manual,305000,6545.0
Tata,TigorRevotron XZ+ CNG,2023,Noida,63500,petrol+cng,manual,675000,11494.0
Tata,AltrozXZA+,2022,Noida,15000,petrol,automatic,770000,13112.0
Honda,CityV,2016,Noida,82000,petrol,manual,482000,8208.0
Maruti,CiazAlpha Hybrid 1.5,2019,Noida,59000,petrol,manual,713000,12141.0
Hyundai,Grand i10Asta 1.2 Kappa VTVT,2015,Noida,33000,petrol,manual,399000,7262.0
Ford,EcoSportTitanium 1.5 Ti-VCT AT,2014,Noida,72000,petrol,automatic,423000,9078.0
Hyundai,Tucson2WD MT Petrol,2017,Noida,71000,petrol,manual,997000,16978.0
Renault,KwidRXT 1.0 SCE Special,2016,Noida,54500,petrol,manual,267000,4546.0
Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2019,Noida,33500,petrol,manual,490000,8344.0
Maruti,DzireVXi AMT,2017,Noida,61000,petrol,automatic,497000,8463.0
Hyundai,CretaSX (O) AT Diesel,2022,Noida,43500,diesel,automatic,1542000,26519.0
Tata,TiagoRevotron XZ Plus,2021,Noida,89500,petrol,manual,495000,8429.0
Honda,CityVX CVT Petrol,2017,Noida,77500,petrol,automatic,655000,11154.0
Maruti,Wagon R 1.0VXI,2015,Noida,31000,petrol,manual,302000,5747.0
Hyundai,New Santro 1.1Sportz MT,2022,Noida,24000,petrol,manual,498000,7950.0
Mahindra,TharLX 4 STR Hard Top Petrol MT 4WD,2022,Noida,25000,petrol,manual,1233000,21205.0
Hyundai,Elite i20Asta 1.2,2015,Noida,48500,petrol,manual,443000,8063.0
Mahindra,ScorpioS5,2022,Noida,112500,diesel,manual,1119000,19243.0
Hyundai,i10Era Petrol,2011,Noida,60000,petrol,manual,184000,13862.0
Hyundai,Elite i20Asta 1.2,2017,Noida,111000,petrol,manual,468000,7969.0
Honda,CitySV,2017,Noida,43000,petrol,manual,533000,9076.0
Hyundai,VernaSX Opt IVT Petrol,2022,Noida,79000,petrol,automatic,1131000,19450.0
Hyundai,XcentS 1.2,2016,Noida,56000,petrol,manual,362000,5779.0
Honda,City1.5 V MT,2012,Noida,80500,petrol,manual,299000,11372.0
Tata,TigorRevotron XZ+ CNG,2022,Noida,52500,petrol+cng,manual,649000,11052.0
Maruti,Wagon R 1.0VXI,2016,Noida,27500,petrol,manual,322000,5754.0
Maruti,CiazZXI+,2016,Noida,60000,petrol,manual,536000,9127.0
Honda,CityZX CVT Petrol,2022,Noida,41500,petrol,automatic,1241000,21342.0
Renault,KigerRXZ Turbo CVT,2022,Noida,47500,petrol,automatic,787000,13402.0
Volkswagen,PoloHighline1.2L (P),2013,Noida,97000,petrol,manual,311000,7859.0
Maruti,IgnisAlpha AMT Petrol Dual Tone,2019,Noida,39000,petrol,automatic,509999,8685.0
Honda,BrioS(O)MT,2012,Noida,47500,petrol,manual,231000,8236.0
Maruti,Wagon R 1.0LXI (O) CNG,2021,Noida,110500,petrol+cng,manual,449000,7646.0
Honda,CitySV Petrol,2019,Noida,44000,petrol,manual,721000,12278.0
Honda,Amaze1.2 V CVT Petrol,2019,Noida,39500,petrol,automatic,613000,10439.0
Honda,CityVX,2019,Noida,45000,petrol,manual,825000,14049.0
Maruti,Wagon R 1.0LXI CNG,2013,Noida,50500,petrol+cng,manual,271000,7304.0
